household_id,household_size,num_adults,num_children,home_ownership,house_type,income_bracket,square_footage,num_bedrooms,num_bathrooms,house_age_years,insulation_quality,num_floors,has_basement,heating_type,cooling_type,thermostat_setting_winter,thermostat_setting_summer,climate_zone,num_refrigerators,has_dishwasher,has_washer_dryer,has_electric_water_heater,has_pool,has_spa_hot_tub,num_tvs,num_computers,has_smart_thermostat,has_led_lighting,has_energy_star_appliances,has_solar_panels,energy_audit_done,avg_daily_hours_home,works_from_home,electric_vehicle_count,peak_usage_time,monthly_kwh_consumption,high_consumption
HH_00002364,2,2,0,Own,Condo,$40k-$75k,1341.0,1,1.7,3,Fair,1,No,Gas,Central AC,69.0,72,Mixed,1,Yes,No,Yes,No,Yes,5,3,Yes,No,No,No,No,16.0,Yes,1,Morning,2721.0,No
HH_00002365,2,1,1,Own,Apartment,$75k-$120k,1293.0,3,2.0999999999999996,76,Excellent,1,Yes,Gas,Central AC,68.0,76,Moderate,1,Yes,Yes,No,No,Yes,2,2,Yes,Yes,No,No,No,13.0,No,1,Evening,2339.0,No
HH_00002366,3,1,2,Own,Apartment,$75k-$120k,1887.0,4,3.8,17,Good,1,Yes,Electric,Heat Pump,78.0,74,Moderate,2,Yes,Yes,No,No,No,1,2,No,Yes,Yes,No,Yes,11.0,No,1,Evening,2692.0,No
HH_00002367,1,1,0,Own,Condo,$75k-$120k,1784.0,1,1.0,5,Fair,1,No,Gas,Window Units,70.0,71,Cold,1,Yes,Yes,Yes,No,No,3,2,No,Yes,No,Yes,No,13.0,No,0,Night,2179.0,No
HH_00002368,1,1,0,Own,Townhouse,$120k+,741.0,1,1.7,18,Excellent,1,No,Oil,None,,75,Hot,1,No,Yes,Yes,No,No,7,2,No,No,No,No,No,8.0,No,0,Afternoon,1678.0,No
HH_00002369,2,2,0,Rent,Townhouse,$120k+,1545.0,1,1.7,23,Fair,2,No,Electric,Window Units,67.0,74,Mixed,1,Yes,Yes,Yes,No,No,4,1,No,Yes,No,No,No,14.0,No,0,Morning,2442.0,No
HH_00002370,4,3,1,Own,Single Family,$120k+,2348.0,5,3.5,19,Good,2,Yes,Gas,Central AC,73.0,72,Moderate,1,No,Yes,No,No,No,2,2,No,No,Yes,Yes,No,12.0,No,0,Morning,2526.0,No
HH_00002371,3,3,0,Own,Single Family,$120k+,2133.0,2,1.4,36,Excellent,2,No,Electric,None,66.0,77,Moderate,2,Yes,No,Yes,No,No,1,7,No,No,Yes,No,No,13.0,No,0,Night,2860.0,No
HH_00002372,3,1,2,Own,Apartment,<$40k,1929.0,2,2.4,23,Poor,2,Yes,Electric,Central AC,66.0,72,Cold,2,No,Yes,Yes,No,No,7,3,Yes,No,No,No,No,9.0,No,0,Evening,3822.0,Yes
HH_00002373,6,5,1,Own,Condo,<$40k,3242.0,5,3.5,17,Good,2,Yes,Electric,Central AC,,74,Cold,1,Yes,Yes,No,No,No,4,2,No,No,No,No,No,13.0,No,1,Evening,4991.0,Yes
HH_00002374,3,3,0,Own,Townhouse,<$40k,1707.0,3,3.0999999999999996,3,Poor,3,Yes,Gas,Window Units,71.0,72,Cold,1,No,Yes,No,No,No,1,1,No,No,No,No,No,16.0,Yes,0,Evening,2995.0,No
HH_00002375,6,6,0,Own,Single Family,$40k-$75k,3295.0,5,4.5,62,Fair,2,No,Electric,Central AC,70.0,71,Hot,1,No,Yes,Yes,No,No,3,4,No,No,Yes,No,No,14.0,Yes,0,Evening,5000.0,Yes
HH_00002376,4,4,0,Own,Condo,$120k+,2717.0,3,3.0999999999999996,1,Excellent,2,Yes,Gas,Central AC,76.0,72,Moderate,1,Yes,Yes,No,No,No,1,5,No,Yes,No,No,No,14.0,Yes,1,Evening,3590.0,Yes
HH_00002377,3,3,0,Own,Apartment,$40k-$75k,1796.0,3,2.0999999999999996,2,Fair,1,No,Gas,None,67.0,68,Moderate,1,Yes,Yes,Yes,Yes,No,2,4,No,No,No,No,No,13.0,No,0,Morning,3022.0,Yes
HH_00002378,3,3,0,Rent,Apartment,<$40k,1419.0,3,3.0999999999999996,19,Good,2,No,Electric,Central AC,75.0,76,Hot,2,Yes,Yes,Yes,No,No,2,1,No,Yes,No,No,No,15.0,Yes,0,Night,3272.0,Yes
HH_00002379,1,1,0,Own,Condo,$75k-$120k,1491.0,1,1.7,100,Good,2,Yes,Gas,Central AC,70.0,75,Hot,1,No,Yes,Yes,No,No,5,3,No,Yes,Yes,No,No,15.0,No,1,Evening,2944.0,No
HH_00002380,1,1,0,Rent,Apartment,$75k-$120k,1114.0,2,2.4,1,Fair,1,No,Gas,Window Units,72.0,76,Moderate,1,Yes,No,No,No,No,4,1,No,Yes,Yes,No,No,8.0,No,1,Night,1808.0,No
HH_00002381,3,2,1,Own,Single Family,$120k+,2261.0,2,1.4,19,Poor,2,Yes,Gas,None,71.0,71,Moderate,2,Yes,No,No,No,No,4,3,No,Yes,No,No,No,18.0,No,1,Evening,2849.0,No
HH_00002382,4,4,0,Rent,Condo,$120k+,2384.0,5,3.5,3,Good,3,No,Gas,Central AC,73.0,68,Cold,2,No,Yes,Yes,No,No,2,4,Yes,Yes,No,No,No,13.0,No,0,Night,3498.0,Yes
HH_00002383,2,2,0,Own,Single Family,$40k-$75k,1645.0,1,1.7,18,Good,2,No,Gas,Window Units,72.0,78,Mixed,1,Yes,Yes,No,No,No,1,2,Yes,Yes,Yes,No,No,21.0,No,1,Evening,2191.0,No
HH_00002384,2,1,1,Own,Single Family,$40k-$75k,1447.0,2,2.4,50,Excellent,2,No,Oil,Central AC,71.0,76,Cold,1,No,Yes,No,No,No,1,2,No,No,No,No,No,11.0,No,2,Evening,3000.0,No
HH_00002385,4,4,0,Rent,Single Family,$120k+,1926.0,4,3.8,5,Excellent,2,No,Oil,Central AC,74.0,77,Hot,1,Yes,Yes,Yes,No,No,4,3,Yes,Yes,No,No,No,5.0,Yes,0,Morning,3387.0,Yes
HH_00002386,2,2,0,Own,Apartment,<$40k,1869.0,1,1.7,1,Poor,2,No,Gas,Window Units,,75,Hot,1,Yes,Yes,No,No,No,2,3,Yes,Yes,Yes,No,No,14.0,Yes,0,Evening,2722.0,No
HH_00002387,2,2,0,Own,Apartment,$120k+,,2,2.4,28,Good,1,Yes,Oil,Window Units,68.0,68,Cold,2,Yes,Yes,Yes,No,No,2,2,Yes,Yes,No,No,No,12.0,No,1,Evening,2557.0,No
HH_00002388,3,2,1,Rent,Single Family,$120k+,2275.0,3,2.0999999999999996,33,Poor,3,No,Gas,None,,75,Moderate,1,Yes,Yes,Yes,No,No,3,2,No,Yes,Yes,No,Yes,18.0,No,0,Night,2641.0,No
HH_00002389,3,3,0,Own,Single Family,$40k-$75k,2262.0,2,1.4,8,Fair,2,Yes,Gas,Central AC,71.0,77,Mixed,1,Yes,Yes,Yes,No,No,4,2,No,Yes,No,No,Yes,20.0,Yes,0,Evening,2926.0,No
HH_00002390,4,3,1,Rent,Single Family,$75k-$120k,2444.0,5,3.5,34,Poor,1,Yes,Electric,Central AC,64.0,68,Mixed,2,No,Yes,Yes,No,No,3,2,No,No,Yes,No,No,12.0,Yes,0,Morning,4138.0,Yes
HH_00002391,4,4,0,Own,Single Family,<$40k,2129.0,5,4.5,12,Fair,1,Yes,Gas,Window Units,71.0,78,Cold,1,Yes,Yes,No,No,Yes,5,1,No,Yes,Yes,No,No,8.0,No,0,Evening,3094.0,Yes
HH_00002392,5,5,0,Own,Single Family,$40k-$75k,2935.0,5,4.5,25,Fair,3,No,Gas,Central AC,73.0,78,Moderate,1,Yes,Yes,Yes,No,No,1,4,No,No,No,No,No,9.0,No,0,Afternoon,3939.0,Yes
HH_00002393,1,1,0,Rent,Apartment,$40k-$75k,949.0,1,1.0,1,Good,2,Yes,Gas,Heat Pump,72.0,75,Hot,1,Yes,No,Yes,No,No,3,0,Yes,Yes,Yes,No,No,9.0,Yes,0,Evening,1817.0,No
HH_00002394,3,3,0,Own,Single Family,$40k-$75k,1735.0,3,3.0999999999999996,30,Poor,1,Yes,Electric,Window Units,73.0,73,Moderate,1,Yes,Yes,Yes,No,No,1,2,No,No,No,No,No,16.0,Yes,2,Evening,3806.0,Yes
HH_00002395,3,3,0,Own,Apartment,$40k-$75k,1471.0,3,3.0999999999999996,8,Excellent,1,Yes,Oil,Window Units,72.0,75,Moderate,1,Yes,No,Yes,No,No,1,0,No,No,No,No,No,6.0,No,0,Evening,2240.0,No
HH_00002396,2,2,0,Own,Single Family,$75k-$120k,1252.0,3,3.0999999999999996,1,Good,1,Yes,Gas,Heat Pump,67.0,74,Moderate,1,Yes,Yes,No,No,No,4,2,Yes,No,No,No,No,12.0,No,0,Night,1605.0,No
HH_00002397,3,3,0,Own,Apartment,<$40k,1909.0,3,3.0999999999999996,100,Good,1,No,Electric,Central AC,68.0,74,Mixed,1,Yes,Yes,Yes,No,No,1,3,Yes,Yes,Yes,Yes,No,17.0,No,0,Afternoon,2969.0,No
HH_00002398,4,4,0,Rent,Apartment,$75k-$120k,2341.0,3,2.0999999999999996,42,Fair,2,No,Gas,Central AC,69.0,73,Hot,3,Yes,Yes,Yes,No,No,4,5,Yes,No,No,No,No,12.0,Yes,0,Evening,4039.0,Yes
HH_00002399,1,1,0,Own,Single Family,$120k+,1151.0,1,1.7,6,Poor,2,Yes,Heat Pump,Central AC,73.0,74,Moderate,1,Yes,Yes,No,No,No,5,1,Yes,No,Yes,No,No,17.0,No,1,Evening,2083.0,No
HH_00002400,3,3,0,Own,Townhouse,$40k-$75k,1284.0,3,3.0999999999999996,40,Fair,2,No,Electric,None,68.0,74,Moderate,2,Yes,Yes,Yes,No,No,1,0,Yes,Yes,No,No,No,5.0,No,2,Morning,3163.0,Yes
HH_00002401,3,1,2,Own,Apartment,$40k-$75k,1849.0,4,3.8,40,Excellent,1,No,Other,Window Units,72.0,72,Cold,1,Yes,Yes,Yes,No,No,3,0,Yes,No,Yes,No,No,21.0,No,0,Night,2392.0,No
HH_00002402,1,1,0,Rent,Single Family,$40k-$75k,1340.0,2,1.4,66,Fair,2,No,Oil,Central AC,65.0,70,Hot,1,Yes,Yes,Yes,No,Yes,2,2,No,Yes,No,No,No,14.0,Yes,0,Night,2744.0,No
HH_00002403,2,2,0,Own,Townhouse,$75k-$120k,1500.0,1,1.7,6,Fair,1,No,Electric,Window Units,72.0,73,Cold,1,Yes,Yes,No,Yes,No,3,1,No,No,No,No,No,10.0,No,1,Morning,3427.0,Yes
HH_00002404,2,2,0,Own,Single Family,$75k-$120k,1145.0,2,2.4,2,Fair,2,Yes,Oil,Central AC,67.0,68,Cold,1,Yes,Yes,Yes,No,No,3,6,No,Yes,No,No,No,8.0,No,0,Morning,2373.0,No
HH_00002405,3,2,1,Own,Apartment,<$40k,1884.0,3,2.0999999999999996,17,Fair,2,No,Electric,Central AC,69.0,72,Hot,1,No,Yes,Yes,No,No,3,3,No,Yes,Yes,No,No,9.0,No,1,Evening,3680.0,Yes
HH_00002406,1,1,0,Own,Apartment,$75k-$120k,1572.0,1,1.7,48,Good,2,Yes,Gas,Window Units,69.0,77,Mixed,2,Yes,Yes,Yes,No,Yes,4,4,Yes,No,Yes,No,No,6.0,No,0,Morning,2055.0,No
HH_00002407,2,2,0,Own,Single Family,$40k-$75k,1799.0,2,1.4,48,Good,3,Yes,Electric,Window Units,67.0,73,Mixed,1,Yes,Yes,Yes,No,No,5,3,No,No,No,No,No,15.0,No,0,Afternoon,2740.0,No
HH_00002408,4,4,0,Rent,Townhouse,$120k+,2161.0,3,3.0999999999999996,19,Poor,1,No,Oil,Window Units,68.0,71,Cold,1,Yes,Yes,Yes,No,No,1,5,Yes,Yes,No,Yes,No,19.0,No,1,Morning,3550.0,Yes
HH_00002409,2,2,0,Own,Single Family,$120k+,1620.0,1,1.7,5,Good,1,Yes,Gas,Central AC,66.0,77,Hot,1,Yes,Yes,Yes,No,No,6,1,No,Yes,Yes,No,No,6.0,No,0,Evening,2614.0,No
HH_00002410,2,2,0,Rent,Single Family,$120k+,1153.0,3,3.0999999999999996,25,Fair,1,No,Electric,Heat Pump,64.0,71,Cold,1,Yes,Yes,Yes,No,No,4,4,No,Yes,No,No,Yes,17.0,No,1,Evening,3084.0,Yes
HH_00002411,3,3,0,Rent,Single Family,<$40k,2048.0,2,1.4,14,Good,2,No,Heat Pump,Window Units,66.0,77,Moderate,1,Yes,Yes,Yes,No,No,4,3,Yes,Yes,No,Yes,Yes,8.0,No,0,Morning,2254.0,No
HH_00002412,1,1,0,Rent,Single Family,$40k-$75k,1206.0,2,2.4,11,Fair,2,Yes,Electric,None,69.0,75,Hot,1,Yes,Yes,Yes,No,No,3,1,No,No,Yes,No,No,16.0,No,0,Evening,2506.0,No
HH_00002413,3,1,2,Own,Townhouse,$40k-$75k,1213.0,4,3.8,91,Good,2,No,Gas,Window Units,70.0,72,Hot,2,Yes,Yes,No,No,No,3,3,No,Yes,Yes,No,No,12.0,No,1,Morning,2590.0,No
HH_00002414,5,5,0,Own,Townhouse,<$40k,2931.0,5,4.5,10,Excellent,2,No,Gas,Central AC,72.0,80,Moderate,1,Yes,No,Yes,No,No,3,4,No,Yes,Yes,No,No,21.0,No,0,Evening,3707.0,Yes
HH_00002415,2,2,0,Own,Apartment,$75k-$120k,1291.0,2,2.4,1,Good,2,Yes,Oil,Central AC,67.0,73,Mixed,1,Yes,Yes,No,No,No,3,1,Yes,Yes,No,No,No,5.0,Yes,0,Morning,2085.0,No
HH_00002416,5,5,0,Own,Condo,$120k+,2933.0,5,3.5,56,Poor,2,Yes,Heat Pump,Heat Pump,68.0,73,Hot,2,Yes,Yes,No,No,No,3,2,Yes,No,No,No,No,7.0,No,0,Evening,4030.0,Yes
HH_00002417,3,3,0,Rent,Townhouse,$75k-$120k,2561.0,4,3.8,26,Fair,2,Yes,Gas,Window Units,72.0,77,Mixed,1,Yes,Yes,Yes,No,No,5,4,Yes,Yes,No,No,No,12.0,No,1,Evening,3255.0,Yes
HH_00002418,3,3,0,Own,Single Family,$120k+,2253.0,4,3.8,19,Good,2,No,Electric,Central AC,71.0,78,Mixed,2,Yes,Yes,No,No,No,4,1,No,Yes,No,No,No,13.0,Yes,1,Evening,3396.0,Yes
HH_00002419,4,3,1,Rent,Apartment,<$40k,1850.0,4,2.8,44,Good,1,No,Electric,Window Units,65.0,70,Moderate,1,No,Yes,No,No,No,1,4,Yes,Yes,Yes,No,No,,No,1,Evening,3164.0,Yes
HH_00002420,2,2,0,Own,Townhouse,$40k-$75k,1151.0,2,2.4,64,Fair,2,No,Electric,Central AC,69.0,71,Hot,1,Yes,Yes,Yes,No,No,6,1,No,No,No,No,No,11.0,Yes,0,Evening,3593.0,Yes
HH_00002421,2,2,0,Own,Single Family,$40k-$75k,1672.0,1,1.0,20,Poor,2,No,Oil,Central AC,75.0,69,Moderate,1,Yes,Yes,Yes,No,No,7,4,Yes,Yes,Yes,No,No,15.0,Yes,0,Evening,2672.0,No
HH_00002422,3,3,0,Rent,Apartment,$75k-$120k,1942.0,2,1.4,17,Good,2,Yes,Gas,None,67.0,77,Hot,1,Yes,Yes,No,No,No,4,1,No,Yes,Yes,No,Yes,5.0,No,0,Night,2398.0,No
HH_00002423,2,1,1,Own,Single Family,$75k-$120k,1565.0,3,2.0999999999999996,83,Good,1,No,Gas,Window Units,68.0,68,Cold,1,Yes,No,No,No,No,2,5,No,Yes,Yes,No,No,23.0,No,0,Evening,2253.0,No
HH_00002424,2,2,0,Rent,Single Family,$40k-$75k,1637.0,1,1.7,17,Fair,2,Yes,Heat Pump,Central AC,72.0,79,Cold,1,Yes,Yes,Yes,No,No,3,2,Yes,Yes,Yes,No,No,4.0,No,1,Evening,2892.0,No
HH_00002425,3,2,1,Rent,Single Family,$120k+,2115.0,3,3.0999999999999996,9,Fair,2,Yes,Oil,Central AC,66.0,76,Cold,1,Yes,Yes,Yes,No,No,4,2,No,Yes,No,No,No,4.0,Yes,1,Morning,3549.0,Yes
HH_00002426,4,2,2,Own,Single Family,$40k-$75k,2428.0,5,4.5,42,Excellent,1,No,Gas,Heat Pump,68.0,78,Cold,1,No,Yes,No,No,No,2,3,No,No,Yes,No,No,14.0,No,1,Night,3466.0,Yes
HH_00002427,2,1,1,Rent,Single Family,<$40k,1684.0,2,2.4,28,Good,1,Yes,Electric,Central AC,74.0,73,Moderate,1,Yes,Yes,No,No,No,3,1,Yes,Yes,Yes,No,No,15.0,Yes,0,Evening,2583.0,No
HH_00002428,1,1,0,Own,Apartment,$75k-$120k,1289.0,1,1.0,36,Good,1,No,Heat Pump,Central AC,73.0,74,Mixed,1,Yes,Yes,Yes,No,No,5,3,No,Yes,No,No,No,10.0,No,0,Evening,1713.0,No
HH_00002429,2,2,0,Rent,Single Family,<$40k,1693.0,2,1.4,1,Good,2,No,Electric,Central AC,67.0,74,Moderate,2,Yes,Yes,No,No,No,3,3,Yes,No,Yes,Yes,No,13.0,No,0,Morning,2179.0,No
HH_00002430,2,1,1,Own,Apartment,<$40k,1028.0,3,2.0999999999999996,29,Good,1,No,Electric,Central AC,66.0,70,Hot,3,Yes,Yes,Yes,No,No,6,2,No,No,No,No,No,13.0,No,0,Afternoon,2674.0,No
HH_00002431,6,6,0,Own,Condo,$120k+,3459.0,6,4.199999999999999,12,Poor,1,No,Gas,None,70.0,71,Hot,2,No,Yes,Yes,No,No,1,3,Yes,Yes,Yes,No,Yes,20.0,Yes,1,Afternoon,5000.0,Yes
HH_00002432,3,3,0,Own,Single Family,$120k+,2415.0,4,2.8,28,Good,2,No,Electric,Central AC,71.0,74,Mixed,1,Yes,Yes,Yes,No,No,4,3,No,Yes,No,No,No,9.0,No,0,Evening,3317.0,Yes
HH_00002433,4,4,0,Own,Condo,$120k+,2510.0,4,2.8,45,Fair,1,No,Heat Pump,Window Units,66.0,78,Hot,1,Yes,Yes,Yes,No,No,1,2,No,No,No,No,No,22.0,Yes,1,Evening,4015.0,Yes
HH_00002434,4,4,0,Own,Single Family,$75k-$120k,2044.0,5,3.5,10,Fair,2,No,Oil,Central AC,71.0,79,Cold,1,Yes,Yes,Yes,No,No,1,1,No,Yes,No,No,Yes,14.0,No,0,Night,3389.0,Yes
HH_00002435,6,5,1,Rent,Apartment,$120k+,3459.0,5,4.5,2,Good,2,Yes,Electric,Heat Pump,75.0,68,Mixed,2,Yes,Yes,Yes,No,No,1,0,Yes,No,No,No,No,15.0,Yes,1,Evening,4611.0,Yes
HH_00002436,6,5,1,Own,Apartment,$75k-$120k,3310.0,6,4.199999999999999,1,Poor,2,No,Electric,None,72.0,72,Hot,1,No,Yes,Yes,No,No,4,2,Yes,No,Yes,No,No,9.0,No,0,Morning,4794.0,Yes
HH_00002437,3,3,0,Own,Condo,<$40k,2306.0,3,3.0999999999999996,31,Fair,1,Yes,Electric,Window Units,70.0,73,Cold,1,Yes,Yes,No,No,No,3,3,Yes,No,Yes,No,Yes,10.0,No,0,Evening,3263.0,Yes
HH_00002438,6,6,0,Rent,Single Family,<$40k,2897.0,5,3.5,59,Fair,2,No,Gas,Central AC,69.0,74,Mixed,2,Yes,Yes,Yes,No,No,1,5,No,No,Yes,No,No,,No,0,Evening,4157.0,Yes
HH_00002439,2,2,0,Own,Single Family,$120k+,1725.0,2,2.4,47,Good,2,Yes,Electric,Window Units,67.0,72,Moderate,2,Yes,Yes,Yes,No,No,2,4,No,No,No,No,No,9.0,No,1,Morning,2946.0,No
HH_00002440,5,5,0,Own,Townhouse,$40k-$75k,2563.0,5,4.5,9,Excellent,3,No,Gas,Central AC,72.0,78,Moderate,3,No,Yes,Yes,No,No,4,2,Yes,Yes,Yes,No,No,18.0,No,1,Evening,3864.0,Yes
HH_00002441,1,1,0,Rent,Condo,$40k-$75k,876.0,1,1.7,19,Good,2,No,Electric,Heat Pump,66.0,69,Moderate,1,Yes,Yes,No,No,No,3,3,No,Yes,No,Yes,No,,No,1,Afternoon,1827.0,No
HH_00002442,1,1,0,Rent,Condo,$40k-$75k,,1,1.0,93,Excellent,1,No,Electric,Central AC,68.0,79,Hot,1,Yes,Yes,Yes,No,No,2,5,No,Yes,No,No,No,8.0,No,0,Morning,2688.0,No
HH_00002443,4,4,0,Own,Condo,$40k-$75k,2115.0,3,2.0999999999999996,1,Excellent,1,No,Gas,Central AC,71.0,69,Hot,1,Yes,Yes,No,No,No,1,1,Yes,No,No,No,Yes,22.0,No,0,Morning,3106.0,Yes
HH_00002444,4,4,0,Rent,Single Family,$75k-$120k,2270.0,3,2.0999999999999996,16,Fair,2,Yes,Gas,Window Units,68.0,71,Moderate,1,Yes,Yes,Yes,No,Yes,6,4,No,No,No,No,No,13.0,No,0,Evening,2774.0,No
HH_00002445,3,3,0,Rent,Single Family,<$40k,1543.0,4,2.8,33,Fair,2,No,Heat Pump,Window Units,72.0,68,Hot,1,Yes,Yes,No,No,No,5,2,No,Yes,Yes,No,No,7.0,No,1,Evening,2665.0,No
HH_00002446,3,3,0,Rent,Single Family,$75k-$120k,2492.0,4,2.8,42,Poor,2,Yes,Oil,Window Units,79.0,69,Moderate,1,Yes,Yes,No,No,No,6,2,Yes,Yes,Yes,No,No,15.0,No,1,Evening,3248.0,Yes
HH_00002447,3,3,0,Rent,Single Family,$40k-$75k,2295.0,2,1.4,20,Poor,1,No,Oil,Central AC,63.0,71,Moderate,1,Yes,Yes,Yes,No,No,1,1,Yes,Yes,No,No,Yes,13.0,No,0,Evening,3047.0,Yes
HH_00002448,6,5,1,Rent,Apartment,$40k-$75k,3522.0,6,4.199999999999999,8,Poor,1,No,Gas,Central AC,71.0,76,Moderate,1,Yes,Yes,Yes,No,No,5,3,No,Yes,Yes,No,No,13.0,No,0,Afternoon,4337.0,Yes
HH_00002449,2,2,0,Own,Townhouse,$75k-$120k,1594.0,3,3.0999999999999996,1,Good,2,No,Heat Pump,None,,76,Hot,1,No,Yes,No,No,No,3,2,Yes,Yes,Yes,Yes,No,13.0,Yes,0,Morning,1835.0,No
HH_00002450,4,3,1,Own,Apartment,$120k+,2532.0,3,2.0999999999999996,27,Poor,1,No,Oil,Central AC,67.0,72,Mixed,1,Yes,Yes,No,No,No,3,1,No,Yes,No,No,No,14.0,No,1,Afternoon,3557.0,Yes
HH_00002451,3,2,1,Own,Single Family,$75k-$120k,2723.0,3,2.0999999999999996,57,Good,2,Yes,Heat Pump,Window Units,68.0,75,Moderate,2,No,Yes,No,No,No,2,2,Yes,Yes,No,No,No,,No,2,Morning,3235.0,Yes
HH_00002452,4,3,1,Rent,Townhouse,$120k+,1947.0,4,3.8,66,Fair,2,No,Gas,Central AC,67.0,69,Moderate,1,Yes,Yes,No,No,Yes,1,4,No,Yes,No,No,No,12.0,No,0,Night,2926.0,No
HH_00002453,2,2,0,Own,Apartment,<$40k,1786.0,2,2.4,33,Good,1,Yes,Electric,Central AC,66.0,68,Hot,1,Yes,Yes,No,Yes,No,3,6,Yes,No,Yes,No,No,18.0,Yes,1,Afternoon,3745.0,Yes
HH_00002454,4,4,0,Rent,Single Family,$75k-$120k,2080.0,4,2.8,3,Good,2,No,Heat Pump,Central AC,68.0,72,Moderate,1,Yes,No,Yes,No,No,2,3,Yes,No,Yes,No,No,10.0,No,0,Morning,3106.0,Yes
HH_00002455,3,3,0,Own,Apartment,$40k-$75k,1574.0,2,1.4,65,Fair,1,No,Electric,Central AC,75.0,75,Cold,1,Yes,Yes,Yes,No,No,3,4,Yes,No,Yes,Yes,No,16.0,No,1,Evening,3522.0,Yes
HH_00002456,5,4,1,Rent,Apartment,<$40k,2673.0,5,3.5,20,Fair,2,No,Gas,Central AC,70.0,76,Moderate,1,Yes,No,Yes,No,No,3,3,No,Yes,No,No,No,18.0,No,0,Evening,3605.0,Yes
HH_00002457,6,6,0,Own,Single Family,$40k-$75k,3393.0,6,4.199999999999999,36,Good,1,Yes,Gas,Central AC,68.0,71,Cold,1,Yes,Yes,Yes,No,No,3,2,No,Yes,No,No,No,6.0,No,0,Evening,4415.0,Yes
HH_00002458,2,2,0,Rent,Single Family,$40k-$75k,2209.0,2,2.4,13,Poor,2,No,Electric,Window Units,74.0,73,Moderate,3,Yes,Yes,Yes,Yes,No,4,6,No,Yes,Yes,No,No,14.0,No,0,Night,3349.0,Yes
HH_00002459,4,4,0,Own,Townhouse,<$40k,2373.0,5,4.5,78,Fair,1,No,Other,Window Units,75.0,73,Hot,1,Yes,Yes,No,No,No,4,4,No,No,Yes,No,No,10.0,No,0,Afternoon,3481.0,Yes
HH_00002460,3,3,0,Own,Townhouse,$120k+,2110.0,2,2.4,19,Fair,2,Yes,Heat Pump,Central AC,68.0,81,Moderate,1,No,Yes,Yes,No,No,3,3,No,No,Yes,No,Yes,,No,3,Evening,3757.0,Yes
HH_00002461,2,2,0,Own,Single Family,<$40k,1196.0,1,1.0,28,Poor,2,Yes,Gas,Heat Pump,70.0,70,Mixed,1,Yes,No,No,No,No,2,3,Yes,No,Yes,No,No,12.0,No,0,Morning,1995.0,No
HH_00002462,2,1,1,Own,Townhouse,<$40k,1433.0,3,2.0999999999999996,26,Good,2,No,Gas,Central AC,68.0,72,Mixed,1,Yes,No,Yes,No,No,2,3,No,Yes,Yes,No,No,17.0,No,0,Evening,2215.0,No
HH_00002463,4,4,0,Own,Single Family,$40k-$75k,2619.0,5,3.5,8,Good,1,No,Oil,Central AC,67.0,70,Cold,1,Yes,Yes,Yes,No,Yes,1,1,No,Yes,Yes,No,No,14.0,No,2,Evening,4171.0,Yes
HH_00002464,2,2,0,Own,Single Family,<$40k,1322.0,2,2.4,91,Fair,1,Yes,Electric,Central AC,68.0,69,Moderate,1,Yes,Yes,Yes,No,No,1,1,No,Yes,Yes,No,No,14.0,Yes,0,Afternoon,2903.0,No
HH_00002465,2,2,0,Own,Apartment,$75k-$120k,1384.0,2,1.4,58,Good,3,No,Gas,Window Units,73.0,76,Hot,1,Yes,Yes,Yes,Yes,No,4,4,No,Yes,No,No,No,20.0,No,2,Evening,3512.0,Yes
HH_00002466,2,2,0,Own,Single Family,$40k-$75k,1341.0,2,2.4,23,Poor,1,No,Gas,Heat Pump,68.0,73,Moderate,1,No,Yes,Yes,No,No,1,2,Yes,No,No,No,No,14.0,Yes,0,Night,2243.0,No
HH_00002467,5,5,0,Rent,Apartment,$120k+,,4,3.8,56,Fair,2,Yes,Gas,Central AC,71.0,73,Cold,1,Yes,No,No,Yes,No,1,2,Yes,Yes,Yes,No,No,9.0,No,1,Morning,4792.0,Yes
HH_00002468,4,4,0,Rent,Single Family,$75k-$120k,2205.0,3,2.0999999999999996,14,Poor,2,No,Gas,Window Units,70.0,74,Hot,1,No,Yes,Yes,No,No,2,1,No,No,Yes,No,No,9.0,No,0,Morning,3495.0,Yes
HH_00002469,4,3,1,Rent,Single Family,$40k-$75k,2052.0,3,2.0999999999999996,76,Good,2,Yes,Gas,Central AC,68.0,74,Cold,1,No,Yes,No,No,No,2,4,Yes,Yes,Yes,No,No,14.0,Yes,0,Night,3188.0,Yes
HH_00002470,1,1,0,Rent,Single Family,$75k-$120k,1366.0,1,1.7,19,Good,2,Yes,Electric,Central AC,66.0,73,Mixed,1,Yes,Yes,Yes,No,No,1,3,Yes,Yes,No,No,No,16.0,No,0,Night,2234.0,No
HH_00002471,2,2,0,Rent,Apartment,$120k+,1776.0,2,1.4,11,Fair,1,Yes,Heat Pump,Heat Pump,72.0,77,Hot,1,Yes,Yes,No,Yes,No,5,0,Yes,Yes,Yes,No,Yes,11.0,Yes,0,Night,3145.0,Yes
HH_00002472,3,3,0,Own,Single Family,$40k-$75k,2272.0,2,2.4,35,Good,3,No,Electric,Window Units,72.0,76,Moderate,1,Yes,Yes,No,No,No,3,1,No,Yes,Yes,No,No,13.0,No,1,Evening,2887.0,No
